Fill,6016
Date,28Jul2017
Run,"[300019, 300019]"
InputDIPFile,Automation//dipfiles/vdm_6016_28Jul17_100134_28Jul17_102201.csv
ScanNames,"[u'X1', u'Y1']"
ScanTimeWindows,"[[1501228894, 1501229847], [1501230121, 1501231078]]"
BetaStar,19.17
Angle,0
Offset,"[0.0, 0.0]"
ParticleTypeB1,proton
ParticleTypeB2,proton
EnergyB1,6500
EnergyB2,6500
scan number,scan type,"scan points: number, tStart, tStop, relative displacement"
Scan_1
1,X1,1,1501228894.0,1501228922.0,-0.590504
1,X1,2,1501228932.0,1501228961.0,-0.541295
1,X1,3,1501228972.0,1501228999.0,-0.492087
1,X1,4,1501229009.0,1501229039.0,-0.442878
1,X1,5,1501229049.0,1501229076.0,-0.393669
1,X1,6,1501229087.0,1501229116.0,-0.344461
1,X1,7,1501229124.0,1501229154.0,-0.295252
1,X1,8,1501229164.0,1501229193.0,-0.246043
1,X1,9,1501229202.0,1501229231.0,-0.196835
1,X1,10,1501229241.0,1501229269.0,-0.147626
1,X1,11,1501229279.0,1501229308.0,-0.098417
1,X1,12,1501229318.0,1501229346.0,-0.049209
1,X1,13,1501229356.0,1501229385.0,0.0
1,X1,14,1501229395.0,1501229423.0,0.049209
1,X1,15,1501229433.0,1501229461.0,0.098417
1,X1,16,1501229471.0,1501229500.0,0.147626
1,X1,17,1501229511.0,1501229538.0,0.196835
1,X1,18,1501229548.0,1501229578.0,0.246043
1,X1,19,1501229588.0,1501229615.0,0.295252
1,X1,20,1501229626.0,1501229655.0,0.344461
1,X1,21,1501229664.0,1501229693.0,0.393669
1,X1,22,1501229703.0,1501229732.0,0.442878
1,X1,23,1501229741.0,1501229770.0,0.492087
1,X1,24,1501229780.0,1501229808.0,0.541295
1,X1,25,1501229818.0,1501229847.0,0.590504
Scan_2
2,Y1,1,1501230121.0,1501230150.0,-0.590504
2,Y1,2,1501230160.0,1501230188.0,-0.541295
2,Y1,3,1501230198.0,1501230229.0,-0.492087
2,Y1,4,1501230239.0,1501230268.0,-0.442878
2,Y1,5,1501230277.0,1501230306.0,-0.393669
2,Y1,6,1501230316.0,1501230345.0,-0.344461
2,Y1,7,1501230354.0,1501230383.0,-0.295252
2,Y1,8,1501230394.0,1501230421.0,-0.246043
2,Y1,9,1501230431.0,1501230460.0,-0.196835
2,Y1,10,1501230471.0,1501230500.0,-0.147626
2,Y1,11,1501230509.0,1501230538.0,-0.098417
2,Y1,12,1501230548.0,1501230577.0,-0.049209
2,Y1,13,1501230586.0,1501230615.0,0.0
2,Y1,14,1501230625.0,1501230654.0,0.049209
2,Y1,15,1501230663.0,1501230692.0,0.098417
2,Y1,16,1501230702.0,1501230731.0,0.147626
2,Y1,17,1501230742.0,1501230769.0,0.196835
2,Y1,18,1501230780.0,1501230809.0,0.246043
2,Y1,19,1501230817.0,1501230847.0,0.295252
2,Y1,20,1501230857.0,1501230886.0,0.344461
2,Y1,21,1501230895.0,1501230924.0,0.393669
2,Y1,22,1501230934.0,1501230962.0,0.442878
2,Y1,23,1501230972.0,1501231001.0,0.492087
2,Y1,24,1501231011.0,1501231040.0,0.541295
2,Y1,25,1501231049.0,1501231078.0,0.590504
