timestamp,fill,filledbunches,fit,peak_x_bx,peak_x_bx_stdev,capsigma_x_bx,capsigma_x_bx_stdev,peak_y_bx,peak_y_bx_stdev,capsigma_y_bx,capsigma_y_bx_stdev,sigmavis_bx,sigmavis_bx_stdev
2017-05-27 20:37:51,5718.0,63.0,SGConst,0.83863977107,0.00924233061151,0.0250416432655,8.6596147685e-05,0.825688996261,0.0089110905139,0.0200748992865,0.000128366414664,2616.34407187,8.06247568515
2017-05-27 21:49:09,5718.0,63.0,SGConst,0.857118176951,0.00847777867031,0.0250262479263,7.7847338285e-05,0.849718903213,0.00809445313363,0.0200022654124,0.000116238421816,2674.17316472,7.60286530276
2017-05-27 21:49:09,5718.0,63.0,DGConst,0.857113594324,0.0084781822066,0.025025338138,7.78016043447e-05,0.861440671122,0.00835261109267,0.02013406631,0.000124119201686,2709.72563412,8.24299409925
2017-05-28 03:59:52,5718.0,63.0,SGConst,0.918895441541,0.00584374132106,0.0244419019916,4.97411419182e-05,0.912348938513,0.00594509920761,0.0193211985554,9.10695269054e-05,2711.93654912,7.85633326991
2017-05-28 09:05:06,5719.0,63.0,SGConst,0.829520532587,0.0104244355021,0.0250139377144,9.94689860273e-05,0.817601801886,0.00984541329715,0.0204974523481,0.000142328192234,2637.9119454,9.10721234709
2017-05-28 22:32:38,5722.0,336.0,SGConst,0.810236856011,0.00129030466368,0.0254046167971,1.23269354846e-05,0.798591480962,0.00122504456445,0.0210273970424,1.35861263833e-05,2699.0937598,2.93779220227
2017-05-30 10:56:40,5730.0,303.0,SGConst,1.22583605781,0.00225518668526,0.0221379148966,1.07778420376e-05,1.19294693591,0.00230629427312,0.0155442053022,2.32031436771e-05,2613.00917361,2.96070730803
2017-05-30 17:31:00,5730.0,303.0,SGConst,1.22168840378,0.00174480955304,0.0215145841046,7.56973445158e-06,1.21193808872,0.00173865661695,0.0155251166214,1.4956209124e-05,2552.88673452,2.54811528432
2017-05-30 17:31:00,5730.0,303.0,DGConst,1.22194152852,0.00173081724022,0.02151536744,7.60393171573e-06,1.2245659697,0.001716237884,0.0154812481098,1.46874388941e-05,2559.28880433,2.60666035453
2017-06-03 07:27:56,5737.0,303.0,SGConst,1.26421206563,0.00253212038973,0.0221996302502,1.08169416056e-05,1.24402559087,0.00255214359234,0.0151756323297,2.14632117206e-05,2652.50403384,2.62124290344
2017-06-05 01:55:35,5746.0,589.0,SGConst,1.23636706607,0.00202666461023,0.0220307368373,1.09791077152e-05,1.20458627514,0.00227536333432,0.01603125601,2.28505737751e-05,2704.46480766,1.85786901202
2017-06-05 03:18:19,5746.0,589.0,DGConst,1.24204892833,0.00174032385879,0.0218611789116,8.20714926055e-06,1.24755470227,0.00168659786292,0.015887386128,1.70173323347e-05,2714.25848393,1.78808799187
2017-06-05 03:18:19,5746.0,589.0,SGConst,1.24203713251,0.00174032496511,0.0218607474156,8.2047003922e-06,1.22223228127,0.00184960939205,0.0159900282685,1.76915193826e-05,2703.67707314,1.68236629548
2017-06-05 11:54:48,5746.0,589.0,SGConst,1.23827200797,0.00131194192369,0.0217860381856,6.03487748823e-06,1.22018537415,0.00137472597432,0.0161851539745,1.26353263488e-05,2722.14607272,1.594935147
2017-06-05 23:18:09,5749.0,589.0,SGConst,1.20215139964,0.0019234634035,0.0223664485331,1.15007102642e-05,1.17447827086,0.00212718644999,0.0161483139608,2.22941106098e-05,2693.09440977,1.78809106788
2017-06-06 03:02:38,5750.0,589.0,SGConst,1.13459456464,0.0019773370395,0.022856249633,1.36160261882e-05,1.10891762714,0.00225132547904,0.0166549622183,2.5524422906e-05,2678.54750732,1.86085139062
